id,origen,fuente,no_enviar_email,no_llamar,compra,visitas_total,tiempo_en_site_total,paginas_vistas_visita,ult_actividad,ambito,ocupacion,conociste_google,conociste_revista,conociste_periodico,conociste_youtube,conociste_facebook,conociste_referencias,score_actividad,score_perfil,descarga_lm
598777,Landing Page Submission,Google,No,No,0,4.0,27,4.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
657101,Landing Page Submission,Organic Search,No,No,0,6.0,419,6.0,Unreachable,Supply Chain Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
626971,Landing Page Submission,Direct Traffic,No,No,1,3.0,1535,1.5,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
655315,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
600415,Landing Page Submission,Direct Traffic,No,No,0,4.0,319,4.0,SMS Sent,IT Projects Management,Unemployed,No,No,No,No,No,No,,,Yes
584098,API,Google,No,No,1,5.0,1670,1.0,SMS Sent,,,No,No,No,No,No,No,15.0,15.0,No
640149,Landing Page Submission,Google,No,No,1,5.0,314,5.0,SMS Sent,Travel and Tourism,Student,No,No,No,No,No,No,15.0,16.0,No
586857,Landing Page Submission,Organic Search,No,No,0,5.0,157,5.0,SMS Sent,Business Administration,,No,No,No,No,No,No,14.0,18.0,Yes
588317,Landing Page Submission,Google,Yes,No,0,1.0,1936,1.0,Email Bounced,Retail Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
621318,Landing Page Submission,Direct Traffic,No,No,1,6.0,1218,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
599615,API,Organic Search,No,No,0,4.0,313,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
612479,API,Chat,No,No,0,3.0,334,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
628094,Landing Page Submission,Google,Yes,No,0,5.0,1021,5.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,No
613346,Landing Page Submission,Direct Traffic,No,No,1,5.0,803,2.5,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,,,Yes
599351,Landing Page Submission,Direct Traffic,No,No,1,4.0,98,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
648623,API,Direct Traffic,Yes,No,0,4.0,160,2.0,Email Bounced,,,No,No,No,No,No,No,15.0,15.0,No
644036,API,Google,No,No,0,5.0,324,2.5,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
643923,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
591695,API,Google,No,No,0,5.0,404,5.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,16.0,14.0,No
643038,API,Google,No,No,1,4.0,932,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,12.0,No
639204,API,Google,No,No,0,2.0,910,1.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,17.0,No
581351,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
643946,API,Google,No,No,1,4.0,1245,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,No
601994,Landing Page Submission,Direct Traffic,No,No,1,2.0,982,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
605469,Landing Page Submission,Direct Traffic,No,No,1,11.0,1478,2.75,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
646508,API,Google,No,No,1,3.0,1553,3.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
653261,Landing Page Submission,Direct Traffic,No,No,1,2.0,813,2.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,Yes
660321,API,Referral Sites,No,No,1,3.0,98,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
638377,Landing Page Submission,Direct Traffic,No,No,0,3.0,1359,3.0,Page Visited on Website,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
600952,Lead Add Form,Reference,No,No,1,,1660,,,Select,Working Professional,No,No,No,No,No,No,,,No
606265,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,39,2.0,SMS Sent,International Business,,No,No,No,No,No,No,,,No
594967,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
601562,Landing Page Submission,Google,No,No,0,4.0,1327,4.0,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
591928,API,Chat,No,No,0,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
592802,API,Chat,No,No,0,4.0,358,1.33,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
654040,Landing Page Submission,Google,No,No,0,5.0,616,5.0,Email Opened,Human Resource Management,,No,No,No,No,No,No,14.0,18.0,No
587910,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,14.0,19.0,No
603610,Landing Page Submission,Organic Search,No,No,1,10.0,1259,10.0,SMS Sent,International Business,,No,No,No,No,No,No,,,Yes
590971,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
611948,Landing Page Submission,Direct Traffic,No,No,1,3.0,370,3.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
595167,API,Chat,No,No,1,2.0,662,1.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
628379,Lead Add Form,Reference,No,No,0,,1057,,,Finance Management,Unemployed,No,No,No,No,No,No,,,No
627358,Landing Page Submission,Google,No,No,0,4.0,126,4.0,Email Opened,Marketing Management,,No,No,No,No,No,No,,,Yes
631706,Landing Page Submission,Direct Traffic,No,No,1,2.0,1119,2.0,SMS Sent,Finance Management,Working Professional,No,No,No,No,No,No,15.0,18.0,Yes
593446,Landing Page Submission,Direct Traffic,No,No,0,1.0,24,1.0,Converted to Lead,Supply Chain Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
583802,API,Google,No,No,0,1.0,73,1.0,Converted to Lead,,,No,No,No,No,No,No,14.0,15.0,No
596483,Landing Page Submission,Direct Traffic,No,No,0,7.0,12,2.33,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
598343,Landing Page Submission,Organic Search,No,No,1,8.0,1400,4.0,SMS Sent,Hospitality Management,Unemployed,No,No,No,No,No,No,,,Yes
601118,API,Chat,No,No,0,0.0,0,0.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
658852,Landing Page Submission,Direct Traffic,No,No,1,3.0,1010,3.0,Email Opened,Supply Chain Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
595988,API,Chat,No,No,1,9.0,932,3.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,16.0,15.0,Yes
609219,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,231,1.0,Email Bounced,Supply Chain Management,,No,No,No,No,No,No,,,Yes
601976,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
614961,API,Organic Search,No,No,0,3.0,427,3.0,Email Opened,,,No,No,No,No,No,No,,,No
601380,Landing Page Submission,Direct Traffic,No,No,1,3.0,117,3.0,SMS Sent,Marketing Management,Working Professional,No,No,No,No,No,No,,,Yes
595996,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,,,No,No,No,No,No,No,,,No
588051,Lead Add Form,Reference,No,No,1,,341,,Had a Phone Conversation,Business Administration,Working Professional,No,No,No,No,No,No,14.0,19.0,No
635736,Landing Page Submission,Direct Traffic,No,No,0,10.0,1395,5.0,Email Opened,Operations Management,,No,No,No,No,No,No,14.0,18.0,Yes
580778,API,Google,No,No,1,5.0,1302,1.67,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,13.0,16.0,Yes
650609,Landing Page Submission,Direct Traffic,No,No,0,4.0,171,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
606165,Landing Page Submission,Organic Search,No,No,0,3.0,142,3.0,Converted to Lead,Finance Management,Unemployed,No,No,No,No,No,No,,,No
601803,Landing Page Submission,Google,No,No,1,7.0,29,2.33,SMS Sent,Retail Management,Unemployed,No,No,No,No,No,No,,,No
628464,Landing Page Submission,Direct Traffic,No,No,0,4.0,86,4.0,Email Opened,International Business,,No,No,No,No,No,No,,,Yes
603182,Landing Page Submission,Organic Search,No,No,0,3.0,206,3.0,Converted to Lead,IT Projects Management,,No,No,No,No,No,No,,,Yes
638197,Landing Page Submission,Direct Traffic,No,No,0,3.0,313,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,14.0,15.0,Yes
618575,API,Google,No,No,0,2.0,1271,2.0,Email Opened,,,No,No,No,No,No,No,,,No
652646,Landing Page Submission,Google,No,No,0,6.0,1623,6.0,Email Opened,Operations Management,Student,No,No,No,No,No,No,14.0,18.0,Yes
603809,Landing Page Submission,Direct Traffic,No,No,1,2.0,311,2.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
652050,Landing Page Submission,Google,No,No,1,6.0,294,6.0,Page Visited on Website,Finance Management,,No,No,No,No,No,No,16.0,18.0,No
654174,Lead Import,Facebook,No,No,0,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,12.0,No
596064,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,16.0,No
621735,API,Chat,No,No,0,2.0,8,1.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,,,No
636774,Lead Add Form,Live Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,17.0,No
580332,Landing Page Submission,Direct Traffic,No,No,0,4.0,315,2.0,Page Visited on Website,Business Administration,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
601710,Landing Page Submission,Google,No,No,0,3.0,175,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
623265,Landing Page Submission,Google,No,No,1,7.0,146,3.5,SMS Sent,Human Resource Management,,No,No,No,No,No,No,,,No
583694,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,16.0,No
604690,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,124,1.0,Email Bounced,Rural and Agribusiness,,No,No,No,No,No,No,,,No
640135,Landing Page Submission,Google,No,No,1,4.0,1046,4.0,SMS Sent,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
603680,Landing Page Submission,Direct Traffic,No,No,1,3.0,880,3.0,Email Link Clicked,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
613854,Landing Page Submission,Google,No,No,0,6.0,425,6.0,Email Opened,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
625188,API,Organic Search,No,No,0,2.0,33,2.0,Page Visited on Website,,,No,No,No,No,No,No,,,No
591570,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
599715,Landing Page Submission,Google,No,No,0,2.0,172,2.0,Form Submitted on Website,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
643517,Landing Page Submission,Google,No,No,1,7.0,1302,3.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,15.0,18.0,No
598995,Landing Page Submission,Google,No,No,0,5.0,336,5.0,Page Visited on Website,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
581971,Landing Page Submission,Direct Traffic,No,No,0,2.0,2,2.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,15.0,15.0,Yes
631489,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
613438,Landing Page Submission,Google,No,No,1,7.0,1398,3.5,SMS Sent,Media and Advertising,Working Professional,No,No,No,No,No,No,,,No
579755,API,Organic Search,No,No,0,7.0,142,7.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
608081,Landing Page Submission,Organic Search,No,No,1,7.0,14,1.75,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,,,No
588691,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,485,1.0,Email Bounced,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,16.0,Yes
631429,Landing Page Submission,Direct Traffic,No,No,0,4.0,44,4.0,Email Opened,IT Projects Management,,No,No,No,No,No,No,,,Yes
582619,Landing Page Submission,Google,No,No,0,3.0,663,3.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,19.0,No
629644,API,Google,No,No,0,5.0,464,5.0,Email Opened,,,No,No,No,No,No,No,,,No
611201,Landing Page Submission,Direct Traffic,No,No,0,2.0,333,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
634700,Landing Page Submission,Google,No,No,0,6.0,183,1.5,Email Opened,Operations Management,,No,No,No,No,No,No,13.0,18.0,Yes
586710,Landing Page Submission,Direct Traffic,No,No,1,4.0,281,4.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,15.0,20.0,Yes
584730,API,Chat,No,No,1,1.0,1635,1.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
653593,Landing Page Submission,Direct Traffic,No,No,1,2.0,1284,2.0,Email Opened,Supply Chain Management,,No,No,No,No,No,No,13.0,16.0,Yes
619919,Landing Page Submission,Organic Search,No,No,0,5.0,1059,5.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,,,Yes
586326,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
621941,Landing Page Submission,Direct Traffic,No,No,1,2.0,367,2.0,SMS Sent,Operations Management,,No,No,No,No,No,No,,,No
604928,API,Chat,No,No,0,5.0,1291,1.0,Chat Conversation,,,No,No,No,No,No,No,,,No
639343,Landing Page Submission,Organic Search,No,No,0,6.0,1243,6.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,16.0,18.0,Yes
646181,API,Google,No,No,0,2.0,200,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
588013,Lead Add Form,Reference,No,No,1,,1203,,,"Banking, Investment And Insurance",Working Professional,No,No,No,No,No,No,14.0,19.0,No
641311,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Operations Management,Working Professional,No,No,No,No,No,No,15.0,16.0,No
618430,API,Google,No,No,0,2.0,1440,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
593953,Landing Page Submission,Direct Traffic,No,No,1,3.0,1298,3.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,Yes
637866,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
618413,Landing Page Submission,Google,No,No,1,5.0,178,5.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
605442,API,Organic Search,Yes,No,0,10.0,371,3.33,Page Visited on Website,,,No,No,No,No,No,No,,,No
588879,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,60,3.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
645274,API,Chat,No,No,0,3.0,135,1.5,Email Link Clicked,,,No,No,No,No,No,No,17.0,15.0,No
639541,API,Organic Search,No,No,0,16.0,1278,4.0,Page Visited on Website,,,No,No,No,No,No,No,11.0,15.0,No
584632,Landing Page Submission,Direct Traffic,No,No,0,2.0,1241,2.0,SMS Sent,E-COMMERCE,Unemployed,No,No,No,No,No,No,13.0,13.0,Yes
637361,Landing Page Submission,Google,No,No,0,4.0,1714,4.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,15.0,No
629389,Landing Page Submission,Direct Traffic,No,No,0,13.0,11,6.5,Email Opened,E-COMMERCE,Unemployed,Yes,No,No,No,No,No,,,Yes
610672,Landing Page Submission,Direct Traffic,No,No,0,2.0,461,2.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
602090,Landing Page Submission,Direct Traffic,No,No,0,7.0,202,7.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
641258,API,Organic Search,No,No,0,6.0,138,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
638355,API,Google,No,No,0,2.0,1099,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
633595,Landing Page Submission,Google,No,No,1,5.0,301,5.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,No
659710,Lead Add Form,Reference,No,No,1,,705,,,Hospitality Management,Working Professional,No,No,No,No,No,No,14.0,16.0,No
582193,API,Chat,No,No,0,0.0,0,0.0,Email Link Clicked,Select,Unemployed,No,No,No,No,No,No,14.0,16.0,No
657316,Landing Page Submission,Direct Traffic,No,No,0,13.0,194,13.0,Email Opened,Marketing Management,,No,No,No,No,No,No,15.0,18.0,Yes
644257,Landing Page Submission,Google,No,No,1,3.0,784,3.0,Converted to Lead,Business Administration,Working Professional,No,No,No,No,No,No,15.0,20.0,No
602377,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,,,No
620028,API,Chat,Yes,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
644137,Landing Page Submission,Google,No,No,1,4.0,847,4.0,Email Opened,Human Resource Management,Working Professional,No,No,No,No,No,No,15.0,20.0,No
593392,API,Chat,No,No,0,10.0,947,5.0,SMS Sent,Retail Management,,No,No,No,No,No,No,15.0,16.0,No
617188,API,Organic Search,No,No,1,2.0,1223,2.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,,,No
606664,Landing Page Submission,Organic Search,No,No,0,11.0,4,11.0,SMS Sent,Human Resource Management,Unemployed,No,No,No,No,No,No,,,Yes
608852,API,Organic Search,No,No,1,8.0,10,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
591141,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
622684,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
613459,Landing Page Submission,Direct Traffic,No,No,1,4.0,1388,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,,,Yes
582517,Landing Page Submission,Google,No,No,0,5.0,46,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,14.0,19.0,No
609514,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,907,1.0,Email Bounced,,,No,No,No,No,No,No,,,No
634560,Landing Page Submission,Organic Search,No,No,0,6.0,1565,6.0,Form Submitted on Website,Human Resource Management,,No,No,No,No,No,No,12.0,18.0,Yes
610511,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
630222,Landing Page Submission,Direct Traffic,No,No,0,23.0,351,3.83,Page Visited on Website,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,14.0,20.0,Yes
590626,API,Google,No,No,0,6.0,320,3.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
627353,API,Chat,No,No,0,0.0,0,0.0,Email Opened,,,No,No,No,No,No,No,,,No
594696,API,Google,No,No,0,2.0,144,2.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,,,No
647279,Landing Page Submission,Direct Traffic,No,No,0,3.0,1095,3.0,SMS Sent,Finance Management,Unemployed,No,No,No,No,No,No,13.0,16.0,No
655075,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,15.0,16.0,No
656400,Landing Page Submission,Direct Traffic,No,No,0,3.0,365,3.0,Email Opened,IT Projects Management,Unemployed,No,No,No,No,No,No,13.0,15.0,Yes
590700,Landing Page Submission,Organic Search,No,No,0,4.0,152,4.0,Converted to Lead,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,16.0,17.0,No
599331,Landing Page Submission,Google,No,No,0,5.0,208,5.0,SMS Sent,Supply Chain Management,Unemployed,No,No,No,No,No,No,,,No
608916,Landing Page Submission,Direct Traffic,Yes,No,0,3.0,1608,3.0,Page Visited on Website,Travel and Tourism,,No,No,No,No,No,No,,,Yes
609135,Landing Page Submission,Direct Traffic,No,No,0,4.0,296,4.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,,,Yes
657386,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,15.0,15.0,No
621899,Landing Page Submission,Direct Traffic,No,No,0,4.0,283,4.0,SMS Sent,,,No,No,No,No,No,No,,,No
597996,API,Organic Search,No,No,1,6.0,1181,2.0,SMS Sent,Select,Student,No,No,No,No,No,No,15.0,15.0,No
654395,Landing Page Submission,Direct Traffic,No,No,1,3.0,1350,1.5,Email Opened,Finance Management,,No,No,No,No,No,No,12.0,18.0,Yes
656976,Landing Page Submission,Google,No,No,0,5.0,58,5.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
586106,API,Organic Search,No,No,0,7.0,1531,1.75,Email Opened,,,No,No,No,No,No,No,16.0,15.0,No
634484,Landing Page Submission,Direct Traffic,No,No,0,2.0,1680,2.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,13.0,18.0,Yes
607046,Landing Page Submission,Direct Traffic,No,No,0,3.0,172,3.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,Yes
582381,API,Google,No,No,1,5.0,952,5.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
645662,Landing Page Submission,Organic Search,No,No,0,8.0,550,2.67,Email Opened,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
583576,API,Google,Yes,No,0,7.0,219,7.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,17.0,14.0,No
584897,Landing Page Submission,Google,No,No,0,4.0,884,4.0,SMS Sent,Operations Management,Unemployed,No,No,No,No,No,No,15.0,18.0,No
625702,Landing Page Submission,Direct Traffic,No,No,0,2.0,154,2.0,Email Opened,Operations Management,,No,No,No,No,No,No,,,Yes
653452,Landing Page Submission,Google,No,No,0,3.0,1191,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,14.0,18.0,No
624728,Landing Page Submission,Organic Search,No,No,0,3.0,415,3.0,Converted to Lead,Travel and Tourism,Unemployed,No,No,No,No,No,No,,,Yes
646335,API,Google,No,No,0,2.0,1152,2.0,SMS Sent,,,No,No,No,No,No,No,14.0,15.0,No
641129,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,16.0,15.0,No
602634,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,Finance Management,Unemployed,No,No,No,No,No,No,,,No
598987,Landing Page Submission,Organic Search,No,No,1,6.0,340,6.0,Page Visited on Website,Human Resource Management,Other,No,No,No,No,No,No,,,Yes
655068,Landing Page Submission,Google,No,No,0,3.0,262,3.0,Email Opened,Hospitality Management,Unemployed,No,No,No,No,No,No,14.0,13.0,No
624830,Landing Page Submission,Direct Traffic,No,No,0,5.0,362,2.5,Email Opened,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
644453,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Marketing Management,Unemployed,No,No,No,No,No,No,12.0,14.0,No
618705,API,Google,No,No,0,2.0,118,2.0,Email Opened,Select,Unemployed,No,No,No,No,No,No,,,No
604582,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
634271,API,Chat,No,No,1,0.0,0,0.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,15.0,15.0,No
641673,Landing Page Submission,Google,No,No,0,5.0,37,2.5,Form Submitted on Website,Finance Management,Unemployed,No,No,No,No,No,No,12.0,18.0,No
598518,Landing Page Submission,Direct Traffic,No,No,1,3.0,1886,3.0,SMS Sent,"Banking, Investment And Insurance",Unemployed,No,No,No,No,No,No,,,Yes
594700,API,Chat,Yes,No,0,0.0,0,0.0,Chat Conversation,Select,Unemployed,No,No,No,No,No,No,,,No
634094,API,Google,No,No,1,4.0,659,4.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
603216,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,1256,1.0,Email Bounced,Healthcare Management,Unemployed,No,No,No,No,No,No,,,No
627250,Landing Page Submission,Direct Traffic,No,No,0,7.0,145,7.0,Email Opened,Finance Management,,No,No,No,No,No,No,,,Yes
581712,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,153,2.0,Email Bounced,IT Projects Management,,No,No,No,No,No,No,14.0,13.0,Yes
595498,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
641155,API,Chat,No,No,0,0.0,0,0.0,Email Opened,Marketing Management,Unemployed,No,No,No,No,No,No,14.0,14.0,No
634691,Landing Page Submission,Direct Traffic,No,No,1,2.0,882,2.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,14.0,18.0,Yes
624855,Landing Page Submission,Direct Traffic,No,No,0,9.0,290,4.5,Unreachable,Finance Management,,No,No,No,No,No,No,,,Yes
640331,Landing Page Submission,Google,No,No,0,3.0,1730,3.0,Email Opened,Human Resource Management,Unemployed,No,No,No,No,No,No,13.0,18.0,No
657899,API,Organic Search,No,No,0,13.0,594,4.33,Had a Phone Conversation,Select,Unemployed,No,No,No,No,No,No,13.0,15.0,No
642802,Landing Page Submission,Organic Search,No,No,0,3.0,276,3.0,SMS Sent,Travel and Tourism,Unemployed,No,No,No,No,No,No,14.0,14.0,Yes
603589,Landing Page Submission,Google,No,No,0,13.0,571,6.5,Page Visited on Website,Supply Chain Management,,No,No,No,No,No,No,,,Yes
659013,Landing Page Submission,Direct Traffic,No,No,0,3.0,245,3.0,Unreachable,Finance Management,Unemployed,No,No,No,No,No,No,13.0,17.0,Yes
643918,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,Business Administration,Unemployed,No,No,No,No,No,No,15.0,19.0,No
622285,API,Google,No,No,1,2.0,957,2.0,SMS Sent,Marketing Management,Unemployed,No,No,No,No,No,No,,,No
611651,API,Google,No,No,1,2.0,1260,2.0,SMS Sent,Select,Unemployed,No,No,No,No,No,No,,,No
602170,Landing Page Submission,Direct Traffic,No,No,0,2.0,377,2.0,Email Opened,E-Business,Unemployed,No,No,No,No,No,No,,,Yes
651501,API,Chat,No,No,0,0.0,0,0.0,Chat Conversation,,,No,No,No,No,No,No,17.0,15.0,No
660509,API,Organic Search,No,No,0,3.0,98,3.0,Page Visited on Website,Select,Unemployed,No,No,No,No,No,No,14.0,15.0,No
631618,Landing Page Submission,Direct Traffic,Yes,No,0,2.0,597,2.0,Email Bounced,Marketing Management,,No,No,No,No,No,No,,,Yes
606788,Landing Page Submission,Google,No,No,1,3.0,282,3.0,SMS Sent,"Banking, Investment And Insurance",,No,No,No,No,No,No,,,No
590238,Landing Page Submission,Google,No,No,1,4.0,635,2.0,Email Opened,Operations Management,Unemployed,No,No,No,No,No,No,15.0,19.0,No
